Movie Name,Storyline,clean_story
Hide N Seek,"Vaishnavi, a determined investigator, discovers a disturbing link between multiple murders, taking her on a dangerous quest to unveil a dark conspiracy in this gripping Indian crime drama.",vaishnavi determined investigator discovers disturbing link multiple murder taking dangerous quest unveil dark conspiracy gripping indian crime drama
School of Magical Animals 3,"Children with magical animal companions at Winterstein School experience adventures spanning a forest and fashion show, encountering a snobbish cat and vegan crocodile while navigating friendship and first love.",child magical animal companion winterstein school experience adventure spanning forest fashion show encountering snobbish cat vegan crocodile navigating friendship first love
Nakon ljeta,"When Maja arrives on a remote island to resolve the issue of family inheritance, she doesn't expect to stay there longer than she planned.",maja arrives remote island resolve issue family inheritance doesnt expect stay longer planned
Victoria,"Victoria, a small-town beautician, defies her Catholic family by fleeing with her Hindu boyfriend. Her life grows more complex when she receives a rooster meant for religious purposes from a neighbor.",victoria smalltown beautician defies catholic family fleeing hindu boyfriend life grows complex receives rooster meant religious purpose neighbor
Shepherds,"A young Montreal advertising executive, converted to a Provençal shepherd, has various misadventures with a civil servant who has cavalierly quit her job.",young montreal advertising executive converted provenal shepherd various misadventure civil servant cavalierly quit job
Case of Kondana,"In the outskirts of Bangalore, a fiery ASI clashes with a gangster in a fictional outpost. His love life faces hurdles while ACP Lakshmi hunts a criminal and Raju tries to save his ill son.",outskirt bangalore fiery asi clash gangster fictional outpost love life face hurdle acp lakshmi hunt criminal raju try save ill son
The Devil's Disciples,"A forgotten prophecy resurfaces, casting a dark shadow over Lucifer's dominion. In a desperate race against time, his elite council must confront destiny -- or risk the fall of Hell's reign on Earth.",forgotten prophecy resurfaces casting dark shadow lucifer dominion desperate race time elite council must confront destiny risk fall hell reign earth
Solvent,"While hunting Nazi papers in Austria, researchers find a dark secret beneath a farmhouse. As expat Gunner Holbrook pursues the mystery, his grip on reality slips. He battles an evil force, racing to save himself.",hunting nazi paper austria researcher find dark secret beneath farmhouse expat gunner holbrook pursues mystery grip reality slip battle evil force racing save
Chilli Chicken,"Five migrant workers from the North East, employed by a restaurant owner aspiring for a fine dining establishment, face a tragic turn when one of them meets an untimely demise under mysterious circumstances within the restaurant premises.",five migrant worker north east employed restaurant owner aspiring fine dining establishment face tragic turn one meet untimely demise mysterious circumstance within restaurant premise
Sicilian Letters,"A time during Cosa Nostra boss Matteo Messina Denaro's three decades as a fugitive from Italian justice, when he was at the peak of his nefarious powers.",time cosa nostra bos matteo messina denaros three decade fugitive italian justice peak nefarious power
One by One,"Follows David Rosenau's journey from funeral director to prison guard, undercover detective, and homicide investigator before a calling to become a pastor after a life-threatening injury, impacting lives for eternity.",follows david rosenaus journey funeral director prison guard undercover detective homicide investigator calling become pastor lifethreatening injury impacting life eternity
Scorched Earth,"Twelve years after he fled, career criminal Trojan returns to Berlin. A valuable painting is set to be stolen in the city. But the meticulously planned heist soon runs out of control.",twelve year fled career criminal trojan return berlin valuable painting set stolen city meticulously planned heist soon run control
